YEAR_MONTH,"REGIONAL_OFFICE_NAME","REGIONAL_OFFICE_CODE","ICB_NAME","ICB_CODE","PCO_NAME","PCO_CODE","PRACTICE_NAME","PRACTICE_CODE","ADDRESS_1","ADDRESS_2","ADDRESS_3","ADDRESS_4","POSTCODE","BNF_CHEMICAL_SUBSTANCE","CHEMICAL_SUBSTANCE_BNF_DESCR","BNF_CODE","BNF_DESCRIPTION","BNF_CHAPTER_PLUS_CODE",QUANTITY,ITEMS,TOTAL_QUANTITY,ADQUSAGE,NIC,ACTUAL_COST,"UNIDENTIFIED"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900700","GlucoRx CarePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge","21: Appliances","100.",2,"200.",0,"5.5","4.98304","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900703","GlucoRx CarePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge","21: Appliances","100.",1,"100.",0,"2.75","2.49152","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900704","GlucoRx CarePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge","21: Appliances","100.",3,"300.",0,"8.25","7.47456","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900728","Greenlan lancets 0.35mm/28gauge","21: Appliances","100.",1,"100.",0,"3.","2.71689","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900739","GlucoRx CarePoint Ultra hypod ins needles for pre-filled/reusable pen injectors screw on 4mm/32gauge","21: Appliances","100.",1,"100.",0,"2.75","2.49152","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900739","GlucoRx CarePoint Ultra hypod ins needles for pre-filled/reusable pen injectors screw on 4mm/32gauge","21: Appliances","300.",1,"300.",0,"8.25","7.44976","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900787","Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge","21: Appliances","100.",1,"100.",0,"5.95","5.37631","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900802","GlucoRx FinePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge","21: Appliances","100.",37,"3700.",0,"166.5","150.98903","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900802","GlucoRx FinePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge","21: Appliances","200.",4,"800.",0,"36.","32.50352","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900803","GlucoRx FinePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge","21: Appliances","200.",4,"800.",0,"36.","32.50352","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900803","GlucoRx FinePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge","21: Appliances","100.",16,"1600.",0,"72.","65.10623","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900804","GlucoRx FinePoint hypod insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge","21: Appliances","100.",4,"400.",0,"18.","16.27656","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900822","Insupen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge","21: Appliances","100.",1,"100.",0,"12.69","11.45241","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900928","GreenFine hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge","21: Appliances","100.",1,"100.",0,"2.75","2.75","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21010900951","GlucoRx Safety Pen hypodermic insulin needles for pf / reusable pen injectors screw on 5mm/30gauge","21: Appliances","100.",1,"100.",0,"12.95","11.6868","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21012200123","Grip-Lok Foley catheter securement device (3400LFC)","21: Appliances","10.",2,"20.",0,"47.","47.","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2101","Other Appliances","21012500124","KliarVax Sodium Bicarbonate ear drops","21: Appliances","10.",1,"10.",0,"0.97","0.88685","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2102","Catheters","21020000838","LoFric Primo catheter female non PVC 8Ch-18Ch","21: Appliances","300.",1,"300.",0,"510.3","510.3","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2102","Catheters","21020001440","LINC all slc open tipped suprapubic cath + integral ball & glycerine filled syrg female 16Ch-20Ch","21: Appliances","2.",2,"4.",0,"45.44","40.98886","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2112","Peak Flow Meters","21120000163","Easy peak flow meter standard range","21: Appliances","1.",4,"4.",0,"17.","15.37506","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2112","Peak Flow Meters","21120000164","Easy peak flow meter low range","21: Appliances","1.",1,"1.",0,"5.99","5.41237","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2122","Emollients","21220000100","Epaderm ointment","21: Appliances","500.",5,"2500.",0,"34.45","31.1186","N"
202404,"SOUTH EAST","Y59","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","QU9","NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BER","15A00","UNIVERSITY MEDICAL GROUP","K81605","UNIVERSITY HEALTH CENTRE","9 NORTHCOURT AVENUE","READING","BERKSHIRE","RG2 7HE","2122","Emollients","21220000100","Epaderm ointment","21: Appliances","1000.",2,"2000.",0,"27.56","24.87008","N"
202404,"MIDLANDS","Y60","NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEG","QT1","NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB -","52R00","WEST OAK SURGERY","C84696","WEST OAK SURGERY","319 WESTDALE LANE","MAPPERLEY","NOTTINGHAM","NG3 6EW","0105010E0","Sulfasalazine","0105010E0BBABAB","Salazopyrin EN-Tabs 500mg","01: Gastro-Intestinal System","168.",1,"168.",42,"12.65","12.1302","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501012G0","Flucloxacillin sodium","0501012G0AAABAB","Flucloxacillin 500mg capsules","05: Infections","28.",13,"364.",182,"26.65","21.48897","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501012G0","Flucloxacillin sodium","0501012G0AAABAB","Flucloxacillin 500mg capsules","05: Infections","40.",1,"40.",20,"2.93","2.45725","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501012G0","Flucloxacillin sodium","0501012G0AAAFAF","Flucloxacillin 125mg/5ml oral solution","05: Infections","100.",1,"100.",2.5,"2.61","2.10116","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501012G0","Flucloxacillin sodium","0501012G0AAAFAF","Flucloxacillin 125mg/5ml oral solution","05: Infections","100.",1,"100.",2.5,"2.61","2.10116","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501013B0","Amoxicillin","0501013B0AAABAB","Amoxicillin 500mg capsules","05: Infections","21.",3,"63.",42,"4.53","3.66252","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501013B0","Amoxicillin","0501013B0AAABAB","Amoxicillin 500mg capsules","05: Infections","15.",13,"195.",130,"14.04","11.39729","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501013B0","Amoxicillin","0501013B0AAABAB","Amoxicillin 500mg capsules","05: Infections","42.",1,"42.",28,"3.02","2.42928","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501013B0","Amoxicillin","0501013B0AAATAT","Amoxicillin 250mg/5ml oral suspension sugar free","05: Infections","100.",1,"100.",6.66667,"2.15","1.73303","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501013B0","Amoxicillin","0501013B0AAATAT","Amoxicillin 250mg/5ml oral suspension sugar free","05: Infections","200.",2,"400.",26.66667,"8.6","6.90731","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501013K0","Co-amoxiclav (Amoxicillin/clavulanic acid)","0501013K0AAAJAJ","Co-amoxiclav 500mg/125mg tablets","05: Infections","21.",1,"21.",7,"3.84","3.8524","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501021L0","Cefalexin","0501021L0AAACAC","Cefalexin 125mg/5ml oral suspension","05: Infections","400.",2,"800.",20,"29.6","23.71343","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501030I0","Doxycycline hyclate","0501030I0AAABAB","Doxycycline 100mg capsules","05: Infections","6.",3,"18.",18,"2.31","2.18587","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501030I0","Doxycycline hyclate","0501030I0AAABAB","Doxycycline 100mg capsules","05: Infections","14.",1,"14.",14,"1.79","1.54492","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501030I0","Doxycycline hyclate","0501030I0AAABAB","Doxycycline 100mg capsules","05: Infections","14.",1,"14.",14,"1.79","1.54492","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501030I0","Doxycycline hyclate","0501030I0AAABAB","Doxycycline 100mg capsules","05: Infections","8.",5,"40.",40,"5.1","4.14349","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501030I0","Doxycycline hyclate","0501030I0AAABAB","Doxycycline 100mg capsules","05: Infections","56.",1,"56.",56,"7.14","5.72648","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501030L0","Lymecycline","0501030L0AAABAB","Lymecycline 408mg capsules","05: Infections","28.",1,"28.",14,"4.07","3.26959","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501050A0","Azithromycin","0501050A0AAAGAG","Azithromycin 250mg tablets","05: Infections","24.",2,"48.",24,"11.04","8.86002","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501050B0","Clarithromycin","0501050B0AAADAD","Clarithromycin 500mg tablets","05: Infections","14.",1,"14.",14,"7.33","5.87854","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501050B0","Clarithromycin","0501050B0AAADAD","Clarithromycin 500mg tablets","05: Infections","10.",1,"10.",10,"5.24","4.30593","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501050C0","Erythromycin","0501050C0AAABAB","Erythromycin 250mg gastro-resistant tablets","05: Infections","40.",1,"40.",10,"2.83","2.37723","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501080D0","Co-trimoxazole(Trimethoprim/sulfamethoxazole)","0501080D0AAAHAH","Co-trimoxazole 80mg/400mg tablets","05: Infections","28.",1,"28.",7,"1.63","1.31688","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501080W0","Trimethoprim","0501080W0AAADAD","Trimethoprim 100mg tablets","05: Infections","7.",4,"28.",7,"0.8","1.08983","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501080W0","Trimethoprim","0501080W0AAAIAI","Trimethoprim 50mg/5ml oral suspension sugar free","05: Infections","100.",3,"300.",7.5,"14.19","11.39334","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501080W0","Trimethoprim","0501080W0AAAIAI","Trimethoprim 50mg/5ml oral suspension sugar free","05: Infections","30.",1,"30.",.75,"1.42","1.24881","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501110C0","Metronidazole","0501110C0AAAJAJ","Metronidazole 400mg tablets","05: Infections","21.",1,"21.",0,"0.97","0.78868","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501110C0","Metronidazole","0501110C0AAAJAJ","Metronidazole 400mg tablets","05: Infections","21.",1,"21.",0,"0.97","0.78868","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501120L0","Ciprofloxacin","0501120L0AAAFAF","Ciprofloxacin 500mg tablets","05: Infections","10.",1,"10.",6.66667,"0.97","0.78868","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501130R0","Nitrofurantoin","0501130R0AAAAAA","Nitrofurantoin 50mg capsules","05: Infections","56.",1,"56.",14,"5.08","4.17788","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501130R0","Nitrofurantoin","0501130R0AAAGAG","Nitrofurantoin 100mg modified-release capsules","05: Infections","6.",2,"12.",6,"8.14","7.95799","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","ASHTON VIEW MEDICAL CTR","B86623","ASHTON VIEW MEDICAL CTR","7 ASHTON VIEW","LEEDS","","LS8 5BS","0501130R0","Nitrofurantoin","0501130R0AAAGAG","Nitrofurantoin 100mg modified-release capsules","05: Infections","14.",3,"42.",21,"28.5","27.11287","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501130R0","Nitrofurantoin","0501130R0AAAGAG","Nitrofurantoin 100mg modified-release capsules","05: Infections","6.",4,"24.",12,"16.28","15.91598","N"
202404,"NORTH EAST AND YORKSHIRE","Y63","NHS WEST YORKSHIRE INTEGRATED CARE BOARD","QWO","NHS WEST YORKSHIRE ICB - 15F","15F00","BEECH TREE MEDICAL CENTRE","B86655","THE BEECH TREE MED.CTR","178 HENCONNER LANE","LEEDS","","LS13 4JH","0501130R0","Nitrofurantoin","0501130R0AAAGAG","Nitrofurantoin 100mg modified-release capsules","05: Infections","14.",1,"14.",7,"9.5","9.03762","N"
